Nationality	Applicant_Type	Service_Center	Category	Application_Filed	USCIS_Received_Date	USCIS_Notice_Date	I-140_Filing	Processing_Type	RFE_Received	RFE_Received_Date	Reason_RFE	RFE_Replied_Date	Application_Status	Approval_Denial_Date
Bangladesh	primary	Nebraska	EB2	3/20/09	3/24/09	3/25/09	concurrent	regular	no	.	.	.	approved	6/30/09
India	primary	Nebraska	EB1C	3/25/09	3/25/09	3/25/09	concurrent	regular	no	.	.	.	approved	8/24/09
India	primary	Texas	EB2	3/17/09	3/18/09	3/25/09	non-concurrent	regular	no	.	.	.	approved	3/30/09
Unknown	primary	Nebraska	EB2-NIW	3/20/09	3/25/09	3/25/09	non-concurrent	regular	.	.	.	.	withdrawn	.
India	primary	Texas	EB1C	3/23/09	3/24/09	3/24/09	concurrent	regular	yes	6/29/09	"The petitioner has submitted e... <a title=""The petitioner has submitted evidence that the beneficiary is the found and owner of the US Company, 100%, and founder and 50% owner of the foreign subsidiary. In order for there to be a parent subsidary relationship, the subsidary would have to be owned "" href=""/usa-immigration-trackers/discuss/i140/11728"">more</a>"	7/27/09	denied	1/16/10
Bangladesh	primary	Nebraska	EB2	3/16/09	3/17/09	3/24/09	non-concurrent	regular	no	.	.	.	approved	7/10/09
India	primary	Vermont	EB3	2/22/09	2/26/09	3/24/09	non-concurrent	regular	no	.	.	.	approved	3/24/09
Ghana	primary	Texas	EB2-NIW	3/20/09	3/24/09	3/24/09	concurrent	regular	no	.	.	.	approved	6/16/09
South Korea	primary	Nebraska	EB2	3/20/09	3/23/09	3/23/09	concurrent	regular	no	.	.	.	approved	6/22/09
India	primary	Texas	EB3	3/20/09	3/23/09	3/23/09	non-concurrent	regular	no	.	.	.	approved	4/6/09
Philippines	primary	Nebraska	EB3	3/1/08	3/28/08	3/23/09	non-concurrent	regular	no	.	.	.	approved	3/23/09
China	primary	Nebraska	EB1A	3/23/09	3/23/09	3/23/09	non-concurrent	regular	no	.	.	.	approved	8/14/09
India	primary	Texas	EB1B	3/19/09	3/23/09	3/23/09	concurrent	regular	no	.	.	.	approved	5/21/09
India	primary	Nebraska	EB1C	3/20/09	3/23/09	3/23/09	concurrent	regular	yes	8/25/09	"relationship between US and In... <a title=""relationship between US and Indian company, job duties with Indian as well as US company and org chart, and provide documentation for the same."" href=""/usa-immigration-trackers/discuss/i140/11869"">more</a>"	10/6/09	approved	10/8/09
United Kingdom	primary	Nebraska	EB1C	3/12/09	3/13/09	3/20/09	concurrent	regular	yes	9/4/09	"USCIS have requested my W-2 + ... <a title=""USCIS have requested my W-2 + some additional information from my company which they have not provided to me."" href=""/usa-immigration-trackers/discuss/i140/11754"">more</a>"	10/20/09	approved	10/23/09
France	primary	Nebraska	EB3	3/19/09	3/20/09	3/20/09	non-concurrent	regular	yes	.	.	3/19/09	approved	3/31/09
India	primary	Nebraska	EB1C	3/13/09	3/17/09	3/20/09	concurrent	regular	no	.	.	.	approved	9/2/09
India	primary	Texas	EB1A	3/18/09	3/19/09	3/19/09	concurrent	premium	no	.	.	.	approved	7/6/09
China	primary	Texas	EB2	3/14/09	3/18/09	3/18/09	non-concurrent	regular	no	.	.	.	approved	4/2/09
India	primary	Texas	EB1C	3/18/09	3/18/09	3/18/09	concurrent	regular	.	.	.	.	approved	5/4/09
India	primary	Nebraska	EB2	3/16/09	3/17/09	3/17/09	non-concurrent	regular	no	.	.	.	approved	7/13/09
China	primary	Texas	EB1A	3/13/09	3/16/09	3/17/09	concurrent	regular	yes	8/21/09	"Questioned everything except a... <a title=""Questioned everything except authorship."" href=""/usa-immigration-trackers/discuss/i140/13132"">more</a>"	9/22/09	approved	11/17/09
India	primary	Texas	EB3	2/20/09	3/17/09	3/17/09	non-concurrent	regular	.	.	.	.	approved	3/17/09
India	.	Texas	EB2	3/12/09	3/16/09	3/16/09	non-concurrent	regular	no	.	.	.	approved	3/20/09
Venezuela	.	Nebraska	EB3	.	2/7/08	3/16/09	non-concurrent	regular	no	.	.	.	approved	3/16/09
India	primary	Nebraska	EB1C	3/10/09	3/11/09	3/16/09	concurrent	regular	no	.	.	.	approved	8/12/09
India	primary	Nebraska	EB1A	3/13/09	3/13/09	3/16/09	non-concurrent	regular	yes	8/19/09	"All 8 criteria are challenged.... <a title=""All 8 criteria are challenged. "" href=""/usa-immigration-trackers/discuss/i140/12415"">more</a>"	9/28/09	denied	10/30/09
Indonesia	.	Nebraska	EB3	3/12/09	3/13/09	3/13/09	non-concurrent	premium	no	.	.	.	approved	3/18/09
India	primary	Texas	EB2	3/8/09	3/9/09	3/13/09	non-concurrent	regular	yes	5/8/09	A2P and Last 2 years W2&#039;s	6/2/09	approved	6/4/09
Malaysia	primary	Texas	EB2	3/13/09	3/13/09	3/13/09	concurrent	regular	no	.	.	.	approved	5/14/09
China	.	Texas	EB2	3/2/09	3/2/09	3/12/09	non-concurrent	regular	no	.	.	.	approved	3/20/09
India	primary	Texas	EB2	3/10/09	3/11/09	3/11/09	non-concurrent	regular	no	.	.	.	approved	4/1/09
India	primary	Nebraska	EB1B	3/10/09	3/11/09	3/11/09	concurrent	regular	.	.	.	.	approved	9/17/09
China	primary	Nebraska	EB2	3/6/09	3/10/09	3/10/09	non-concurrent	regular	no	.	.	.	approved	6/11/09
Pakistan	primary	Texas	EB2	3/4/09	3/10/09	3/10/09	concurrent	regular	no	.	.	.	approved	5/10/09
China	primary	Texas	EB2	3/6/09	3/10/09	3/10/09	non-concurrent	regular	no	.	.	.	approved	4/10/09
India	primary	Texas	EB2	3/9/09	3/10/09	3/10/09	non-concurrent	regular	no	.	.	.	approved	3/26/09
India	primary	Nebraska	EB3	3/9/09	3/10/09	3/10/09	non-concurrent	regular	.	.	.	.	approved	6/9/09
India	primary	Nebraska	EB1B	3/6/09	3/10/09	3/10/09	non-concurrent	regular	no	.	.	.	approved	8/6/09
Pakistan	primary	Texas	EB2-NIW	3/6/09	3/9/09	3/9/09	concurrent	regular	yes	6/6/09	"It actually was an intent to d... <a title=""It actually was an intent to deny."" href=""/usa-immigration-trackers/discuss/i140/11706"">more</a>"	6/26/09	approved	7/8/09
Colombia	primary	Nebraska	EB2	2/27/09	2/28/09	3/7/09	non-concurrent	regular	.	.	.	.	approved	4/28/09
India	primary	Texas	EB1C	3/2/09	3/6/09	3/6/09	concurrent	regular	no	.	.	.	approved	4/27/09
Germany	primary	Texas	EB2	3/5/09	3/6/09	3/6/09	concurrent	regular	no	.	.	.	approved	4/23/09
India	primary	Texas	EB1A	3/3/09	3/6/09	3/6/09	concurrent	regular	yes	6/10/09	"General RFE letter contesting ... <a title=""General RFE letter contesting all EB1A criteria"" href=""/usa-immigration-trackers/discuss/i140/12218"">more</a>"	7/3/09	approved	8/11/09
South Korea	primary	Nebraska	EB2	3/4/09	3/6/09	3/6/09	concurrent	regular	no	.	.	.	approved	6/3/09
China	primary	Nebraska	EB2	2/25/09	3/2/09	3/5/09	non-concurrent	regular	no	.	.	.	approved	6/1/09
India	primary	Texas	EB2	3/4/09	3/5/09	3/5/09	non-concurrent	regular	yes	3/26/09	"Please submit primary evidence... <a title=""Please submit primary evidence of the petitioner&#039;s ability to pay the proffred wage as of the priority date."" href=""/usa-immigration-trackers/discuss/i140/11615"">more</a>"	4/28/09	approved	5/1/09
India	.	Texas	EB2	1/29/09	1/30/09	3/4/09	non-concurrent	regular	no	.	.	.	approved	3/4/09
India	primary	Nebraska	EB1C	3/3/09	3/4/09	3/4/09	concurrent	regular	no	.	.	.	approved	8/21/09
India	.	California	EB2	3/2/09	3/3/09	3/3/09	non-concurrent	premium	no	.	.	.	approved	3/6/09
India	primary	Texas	EB3	8/17/08	8/21/08	3/3/09	non-concurrent	regular	no	.	.	.	approved	3/9/09
China	primary	Nebraska	EB1B	3/3/09	3/3/09	3/3/09	non-concurrent	regular	yes	9/2/09	original offer letter	9/8/09	approved	9/30/09
India	primary	Nebraska	EB1C	3/2/09	3/2/09	3/3/09	non-concurrent	regular	no	.	.	.	approved	7/31/09
Russia	primary	Nebraska	EB2	2/25/09	.	3/3/09	concurrent	regular	no	.	.	.	approved	4/8/09
India	primary	Nebraska	EB1A	2/26/09	3/3/09	3/3/09	non-concurrent	regular	yes	7/21/09	"General RFE. Every category i ... <a title=""General RFE. Every category i claimed was mentioned and asked for doc evidence. "" href=""/usa-immigration-trackers/discuss/i140/12009"">more</a>"	9/2/09	withdrawn	.
United Kingdom	primary	Nebraska	EB1C	2/19/09	3/2/09	3/2/09	non-concurrent	regular	yes	8/11/09	"Further questions about employ... <a title=""Further questions about employees and structure"" href=""/usa-immigration-trackers/discuss/i140/11635"">more</a>"	9/4/09	approved	10/14/09
France	primary	Nebraska	EB2	2/27/09	2/28/09	3/2/09	concurrent	regular	no	.	.	.	approved	6/1/09
Philippines	primary	Nebraska	EB3	7/27/07	8/31/07	3/2/09	concurrent	regular	yes	3/12/09	Company ability to pay	4/9/09	approved	4/21/09
India	primary	Texas	EB2	2/26/09	3/2/09	3/2/09	non-concurrent	regular	no	.	.	.	approved	4/14/09
Nigeria	primary	Texas	EB2-NIW	2/27/09	3/2/09	3/2/09	non-concurrent	regular	no	.	.	.	approved	8/20/09
Canada	primary	Nebraska	EB2	2/26/09	2/28/09	3/2/09	non-concurrent	regular	.	.	.	.	approved	6/3/09
India	primary	Nebraska	EB2	2/23/09	2/24/09	2/27/09	non-concurrent	regular	no	.	.	.	approved	5/8/09
Panama	primary	Texas	EB2	2/24/09	2/27/09	2/27/09	concurrent	regular	no	.	.	.	approved	4/23/09
India	primary	Nebraska	EB3	12/18/07	12/19/07	2/27/09	non-concurrent	regular	no	.	.	.	approved	3/4/09
India	primary	Texas	EB2	2/24/09	2/26/09	2/26/09	non-concurrent	regular	no	.	.	.	approved	6/9/09
Italy	primary	Texas	EB2	2/19/09	2/26/09	2/26/09	concurrent	regular	no	.	.	.	denied	4/16/09
United Kingdom	primary	Texas	EB3	11/22/08	1/6/09	2/26/09	non-concurrent	regular	no	.	.	.	approved	1/6/09
Lebanon	primary	Nebraska	EB2-NIW	2/24/09	2/25/09	2/25/09	concurrent	regular	no	.	.	.	withdrawn	.
Indonesia	primary	Nebraska	EB2	2/23/09	2/25/09	2/25/09	concurrent	regular	no	.	.	.	approved	5/15/09
Russia	.	Vermont	EB2	2/18/09	2/23/09	2/25/09	concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB1C	2/22/09	2/25/09	2/25/09	concurrent	regular	no	.	.	.	approved	4/8/09
India	primary	Texas	EB3	2/19/09	2/24/09	2/24/09	non-concurrent	regular	no	.	.	.	approved	3/13/09
Romania	primary	Texas	EB2	2/20/09	2/24/09	2/24/09	concurrent	regular	yes	3/30/09	"The lawyer missed to send dipl... <a title=""The lawyer missed to send diploma and transcript."" href=""/usa-immigration-trackers/discuss/i140/11892"">more</a>"	4/3/09	approved	4/13/09
China	primary	Nebraska	EB1A	2/23/09	2/23/09	2/23/09	concurrent	regular	yes	8/12/09	.	9/21/09	denied	12/30/09
India	primary	Nebraska	EB1C	2/16/09	2/18/09	2/23/09	concurrent	regular	yes	7/28/09	Not Known yet	.	pending	.
Poland	primary	Nebraska	EB1A	2/20/09	2/21/09	2/21/09	non-concurrent	regular	yes	7/21/09	"This is terrible. Additional e... <a title=""This is terrible. Additional evidence in all criteria"" href=""/usa-immigration-trackers/discuss/i140/12604"">more</a>"	9/2/09	approved	10/29/09
Poland	primary	Nebraska	EB2-NIW	2/20/09	2/20/09	2/20/09	non-concurrent	regular	no	.	.	.	approved	10/20/09
India	primary	Texas	EB2	2/18/09	2/20/09	2/20/09	non-concurrent	regular	no	.	.	.	approved	4/6/09
India	.	Texas	EB3	2/18/09	2/20/09	2/20/09	non-concurrent	regular	no	.	.	.	approved	3/4/09
India	primary	Nebraska	EB1C	2/18/09	2/19/09	2/19/09	concurrent	regular	no	.	.	.	approved	7/20/09
India	primary	Nebraska	EB2	2/17/09	2/19/09	2/19/09	non-concurrent	regular	no	.	.	.	approved	5/12/09
Russia	primary	Texas	EB1B	2/17/09	2/19/09	2/19/09	concurrent	regular	no	.	.	.	approved	4/16/09
Italy	primary	Nebraska	EB1C	2/18/09	2/19/09	2/19/09	non-concurrent	regular	.	.	.	.	approved	7/28/09
India	primary	Nebraska	EB3	2/18/09	2/19/09	2/19/09	non-concurrent	regular	no	.	.	.	approved	4/27/09
India	.	Texas	EB2	2/17/09	2/18/09	2/18/09	non-concurrent	regular	no	.	.	.	approved	2/26/09
China	.	Texas	EB1A	2/19/09	2/23/09	2/18/09	concurrent	regular	no	.	.	.	pending	.
China	.	Texas	EB2	2/13/09	2/13/09	2/13/09	non-concurrent	regular	no	.	.	.	approved	3/3/09
India	primary	Nebraska	EB1B	2/12/09	2/13/09	2/13/09	concurrent	regular	no	.	.	.	approved	7/30/09
India	primary	Nebraska	EB2	2/12/09	2/12/09	2/13/09	non-concurrent	regular	no	.	.	.	approved	5/12/09
India	primary	Texas	EB2	2/4/09	2/7/09	2/12/09	non-concurrent	regular	.	.	.	.	approved	2/12/09
India	primary	Nebraska	EB1A	2/9/09	2/10/09	2/11/09	concurrent	regular	yes	7/17/09	.	.	denied	12/3/09
Taiwan	primary	Nebraska	EB2	2/9/09	2/10/09	2/11/09	concurrent	regular	yes	5/21/09	"requesting additional evidence... <a title=""requesting additional evidence or information"" href=""/usa-immigration-trackers/discuss/i140/11434"">more</a>"	6/25/09	approved	7/13/09
South Korea	primary	Nebraska	EB2	2/6/09	2/11/09	2/11/09	concurrent	regular	no	.	.	.	approved	6/15/09
India	.	Texas	EB2	2/10/09	2/11/09	2/11/09	non-concurrent	regular	no	.	.	.	approved	2/26/09
Canada	.	Texas	EB3	2/10/09	2/11/09	2/11/09	non-concurrent	regular	no	.	.	.	approved	2/24/09
India	primary	Nebraska	EB2	2/6/09	2/10/09	2/10/09	non-concurrent	regular	no	.	.	.	approved	5/13/09
India	primary	Texas	EB1C	2/9/09	2/10/09	2/10/09	concurrent	regular	no	.	.	.	approved	4/21/09
India	primary	Texas	EB3	6/27/08	6/27/08	2/10/09	non-concurrent	regular	no	.	.	.	approved	6/27/08
Peru	primary	Texas	EB3	2/6/09	2/10/09	2/10/09	non-concurrent	regular	no	.	.	.	approved	3/13/09
China	primary	Texas	EB1A	2/10/09	2/10/09	2/10/09	non-concurrent	regular	.	.	.	.	approved	4/30/09
India	primary	Nebraska	EB2	2/6/09	2/9/09	2/9/09	non-concurrent	regular	no	.	.	.	approved	5/15/09
India	.	Texas	EB3	2/4/09	2/9/09	2/9/09	non-concurrent	regular	no	.	.	.	approved	2/19/09
India	.	Texas	EB3	2/6/09	2/9/09	2/9/09	non-concurrent	regular	no	.	.	.	approved	2/25/09
India	primary	Texas	EB2	8/10/07	11/5/08	2/9/09	concurrent	regular	no	.	.	.	approved	2/9/09
India	primary	Texas	EB2	2/4/09	2/9/09	2/9/09	non-concurrent	premium	no	.	.	.	approved	2/17/09
China	primary	Texas	EB1A	2/4/09	2/3/09	2/8/09	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Texas	EB2	2/3/09	2/6/09	2/6/09	non-concurrent	regular	no	.	.	.	approved	12/22/09
India	.	Texas	EB2	2/3/09	2/5/09	2/6/09	concurrent	regular	no	.	.	.	approved	3/2/09
United Kingdom	primary	Texas	EB3	9/10/08	.	2/5/09	non-concurrent	regular	.	.	.	.	approved	2/5/09
India	primary	Nebraska	EB1C	1/23/09	1/26/09	2/4/09	concurrent	regular	no	.	.	.	approved	7/15/09
Iran	primary	Texas	EB3	1/19/09	2/4/09	2/4/09	concurrent	regular	no	.	.	.	approved	5/6/09
Philippines	.	Texas	EB3	2/3/09	2/4/09	2/4/09	non-concurrent	regular	no	.	.	.	approved	2/20/09
India	.	Texas	EB2	2/2/09	2/4/09	2/4/09	non-concurrent	regular	no	.	.	.	approved	2/17/09
India	primary	Texas	EB1B	2/3/09	2/4/09	2/4/09	non-concurrent	regular	no	.	.	.	approved	7/24/09
India	primary	Texas	EB2	2/2/09	2/3/09	2/3/09	non-concurrent	regular	no	.	.	.	approved	6/19/09
India	primary	Texas	EB1A	1/30/09	2/2/09	2/2/09	non-concurrent	regular	no	.	.	.	approved	5/6/09
India	primary	Texas	EB1A	1/27/09	1/30/09	1/30/09	concurrent	regular	yes	4/23/09	"general RFE. Challenged all th... <a title=""general RFE. Challenged all the claimed criteria. even challenged criteria which was not claimed !!"" href=""/usa-immigration-trackers/discuss/i140/12681"">more</a>"	5/20/09	approved	12/24/09
Taiwan	primary	Texas	EB2	1/12/09	1/12/09	1/30/09	non-concurrent	regular	no	.	.	.	approved	1/30/09
France	.	Texas	EB2	1/26/09	1/27/09	1/28/09	concurrent	regular	no	.	.	.	approved	3/17/09
India	.	Texas	EB3	1/19/09	1/20/09	1/28/09	non-concurrent	regular	no	.	.	.	approved	3/10/09
Nepal	primary	Texas	EB2	1/25/09	1/27/09	1/27/09	concurrent	regular	no	.	.	.	approved	3/31/09
China	primary	Nebraska	EB1B	1/24/09	1/26/09	1/26/09	non-concurrent	regular	no	.	.	.	approved	8/21/09
South Korea	primary	Nebraska	EB1C	1/12/09	1/23/09	1/26/09	non-concurrent	regular	yes	7/24/09	.	.	pending	.
Romania	primary	Nebraska	EB2	1/19/09	1/20/09	1/26/09	concurrent	regular	no	.	.	.	approved	6/16/09
India	.	Texas	EB1C	.	7/1/08	1/23/09	concurrent	regular	no	.	.	.	approved	1/23/09
India	.	Texas	EB1A	7/1/08	7/2/08	1/22/09	non-concurrent	regular	no	.	.	.	approved	1/22/09
India	primary	Nebraska	EB3	1/22/09	1/22/09	1/22/09	non-concurrent	regular	.	.	.	.	approved	2/18/09
South Korea	primary	Nebraska	EB2	1/5/09	1/9/09	1/22/09	concurrent	regular	no	.	.	.	approved	5/7/09
India	primary	Texas	EB2	11/24/08	11/25/08	1/21/09	non-concurrent	regular	no	.	.	.	approved	1/21/09
China	.	Texas	EB2	12/1/08	12/3/08	1/21/09	non-concurrent	regular	no	.	.	.	approved	1/21/09
India	primary	Texas	EB3	1/15/09	1/17/09	1/20/09	non-concurrent	regular	no	.	.	.	approved	3/25/09
India	primary	Nebraska	EB2	1/14/09	1/20/09	1/20/09	non-concurrent	regular	no	.	.	.	approved	5/8/09
United Kingdom	.	Nebraska	EB1B	.	1/23/08	1/20/09	concurrent	regular	no	.	.	.	approved	2/10/09
India	primary	Nebraska	EB3	1/15/09	1/16/09	1/16/09	non-concurrent	regular	yes	4/21/09	.	6/1/09	approved	6/11/09
Israel	primary	Texas	EB2	1/14/09	1/16/09	1/16/09	concurrent	regular	no	.	.	.	approved	3/26/09
India	primary	Nebraska	EB3	1/15/09	1/16/09	1/16/09	non-concurrent	regular	no	.	.	.	approved	4/20/09
India	primary	Texas	EB1A	1/14/09	1/15/09	1/15/09	non-concurrent	regular	no	.	.	.	approved	7/16/09
China	primary	Texas	EB1A	1/15/09	1/15/09	1/15/09	concurrent	regular	no	.	.	.	approved	4/22/09
China	.	Texas	EB1B	8/15/08	8/17/08	1/15/09	concurrent	regular	no	.	.	.	approved	1/15/09
India	.	Texas	EB2	8/10/08	8/14/08	1/15/09	non-concurrent	regular	no	.	.	.	approved	1/15/09
Japan	primary	Texas	EB1B	1/12/09	1/13/09	1/13/09	concurrent	regular	no	.	.	.	approved	3/23/09
Russia	primary	Nebraska	EB2	12/31/08	1/2/09	1/12/09	concurrent	regular	no	.	.	.	approved	6/19/09
India	.	Texas	EB2	1/8/09	1/12/09	1/12/09	non-concurrent	regular	no	.	.	.	approved	1/26/09
India	.	Texas	EB3	6/11/08	6/11/08	1/12/09	non-concurrent	regular	no	.	.	.	approved	1/12/09
Iran	primary	Texas	EB2-NIW	1/7/09	1/9/09	1/9/09	concurrent	regular	yes	4/21/09	"citations, future plan for wor... <a title=""citations, future plan for working on relevant field within the US, more recommendation letters"" href=""/usa-immigration-trackers/discuss/i140/11069"">more</a>"	5/19/09	approved	5/27/09
Italy	.	Nebraska	EB1B	1/5/09	1/7/09	1/9/09	concurrent	regular	no	.	.	.	pending	.
India	primary	Nebraska	EB1B	12/29/08	12/30/08	1/9/09	non-concurrent	regular	no	.	.	.	approved	6/6/09
Canada	primary	Texas	EB1B	1/7/09	1/8/09	1/8/09	concurrent	regular	yes	3/26/09	"Provide evidence of all educat... <a title=""Provide evidence of all educational degrees.Provide further evidence to establish the significance and scope of the beneficiary&#039;s research in the academic field while working toward his Ph.D."" href=""/usa-immigration-trackers/discuss/i140/11397"">more</a>"	4/20/09	approved	5/18/09
Bangladesh	primary	Texas	EB3	8/6/08	1/1/09	1/8/09	non-concurrent	regular	.	.	.	.	approved	1/7/09
India	.	Texas	EB2	1/5/09	1/7/09	1/7/09	non-concurrent	regular	no	.	.	.	approved	1/30/09
India	.	Texas	EB2	1/5/09	1/6/09	1/7/09	non-concurrent	regular	no	.	.	.	approved	1/26/09
India	primary	Texas	EB2	11/5/08	11/7/08	1/6/09	non-concurrent	regular	no	.	.	.	approved	1/6/09
India	primary	Nebraska	EB1B	12/26/08	12/28/08	1/5/09	concurrent	regular	no	.	.	.	approved	6/30/09
Germany	primary	Nebraska	EB1B	12/31/08	1/5/09	1/5/09	concurrent	regular	no	.	.	.	approved	6/5/09
Philippines	primary	Nebraska	EB2	12/31/08	1/5/09	1/5/09	concurrent	regular	no	.	.	.	approved	6/18/09
Spain	primary	Texas	EB1A	12/26/08	1/2/09	1/2/09	non-concurrent	regular	no	.	.	.	approved	5/7/09
Unknown	primary	Texas	EB2	11/25/08	11/28/08	1/2/09	concurrent	regular	no	.	.	.	approved	5/5/09
India	.	Texas	EB2	12/31/08	1/2/09	1/2/09	non-concurrent	regular	no	.	.	.	approved	1/26/09
India	.	Texas	EB2	12/29/08	12/30/08	1/2/09	concurrent	regular	no	.	.	.	pending	.
Canada	.	Texas	EB3	5/1/08	5/7/08	1/2/09	non-concurrent	regular	yes	.	.	12/12/08	approved	1/9/09
Armenia	primary	Nebraska	EB2	12/11/08	12/15/08	1/1/09	concurrent	regular	yes	5/4/09	A2P	6/19/09	approved	6/24/09
India	primary	Texas	EB3	6/15/08	6/20/08	12/31/08	non-concurrent	regular	no	.	.	.	approved	12/31/08
India	primary	Texas	EB2-NIW	12/12/08	12/31/08	12/31/08	non-concurrent	regular	no	.	.	.	approved	12/14/09
India	primary	Nebraska	EB1C	12/30/08	12/31/08	12/31/08	concurrent	regular	no	.	.	.	approved	6/5/09
India	primary	Nebraska	EB3	12/31/08	12/31/08	12/31/08	non-concurrent	regular	no	.	.	.	approved	4/24/09
Turkey	primary	Texas	EB2-NIW	12/29/08	12/31/08	12/31/08	concurrent	regular	no	.	.	.	approved	3/18/09
India	.	Texas	EB2	.	12/30/08	12/31/08	non-concurrent	regular	no	.	.	.	approved	1/30/09
China	.	Texas	EB2	12/29/08	12/30/08	12/31/08	non-concurrent	regular	no	.	.	.	approved	1/23/09
India	.	Texas	EB3	12/16/08	12/30/08	12/30/08	non-concurrent	regular	no	.	.	.	approved	2/23/09
India	.	Texas	EB3	12/28/08	12/30/08	12/30/08	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Nebraska	EB2	4/24/08	12/29/08	12/29/08	non-concurrent	regular	no	.	.	.	approved	4/28/09
China	primary	Nebraska	EB2-NIW	12/23/08	12/24/08	12/24/08	non-concurrent	regular	no	.	.	.	approved	11/25/09
Romania	primary	Nebraska	EB2	3/4/08	3/4/08	12/24/08	concurrent	regular	yes	10/1/08	"Employer Documents tax incompl... <a title=""Employer Documents tax incomplete. The lawyer resent the documents."" href=""/usa-immigration-trackers/discuss/i140/11076"">more</a>"	10/19/08	approved	8/6/09
India	primary	Texas	EB1C	12/19/08	12/24/08	12/24/08	concurrent	regular	no	.	.	.	approved	3/23/09
United Kingdom	primary	Texas	EB1C	12/11/08	12/15/08	12/23/08	non-concurrent	regular	yes	9/18/09	"Job duties in more detail for ... <a title=""Job duties in more detail for both foreign and US entities, copy of minutes establishing shareholders.  Current staffing level.  Evidence of continuting business for both US and foreign entity. Brief resumes of foriegn subordinates (6 years ago) with educ"" href=""/usa-immigration-trackers/discuss/i140/10983"">more</a>"	10/13/09	approved	11/23/09
Philippines	.	Nebraska	EB3	.	.	12/23/08	concurrent	regular	yes	.	.	.	pending	.
India	.	Texas	EB2	12/17/08	12/18/08	12/23/08	non-concurrent	regular	no	.	.	.	approved	1/26/09
India	.	Texas	EB3	7/17/08	12/23/08	12/23/08	non-concurrent	premium	no	.	.	.	approved	12/29/08
India	primary	Nebraska	EB2	10/10/08	10/14/08	12/23/08	non-concurrent	regular	.	.	.	.	approved	12/23/08
China	.	Texas	EB1B	12/11/08	12/15/08	12/22/08	concurrent	regular	no	.	.	.	pending	.
